ft,bt,km,transmission,ownerNo,oem,model,modelYear,price,Mileage,Seating Capacity,City
Diesel,Sedan,53873,Automatic,1,Maruti,Maruti Swift Dzire,2017,736000.0,28.4,5.0,Hyderabad
Diesel,SUV,60000,Manual,1,Maruti,Maruti Vitara Brezza,2019,840000.0,24.3,5.0,Hyderabad
Diesel,Hatchback,89197,Manual,2,Maruti,Maruti Swift,2013,426000.0,22.9,5.0,Hyderabad
Petrol,Hatchback,30000,Manual,1,Datsun,Datsun RediGO,2020,305000.0,22.7,5.0,Hyderabad
Petrol,Hatchback,70000,Manual,1,Hyundai,Hyundai i20,2018,629000.0,18.6,5.0,Hyderabad
Petrol,Hatchback,28700,Automatic,1,Maruti,Maruti Baleno,2021,869000.0,19.56,5.0,Hyderabad
Petrol,Sedan,20000,Automatic,2,Volkswagen,Volkswagen Virtus,2022,1850000.0,18.12,5.0,Hyderabad
Petrol,Hatchback,91629,Manual,1,Hyundai,Hyundai i10,2012,300000.0,20.36,5.0,Hyderabad
Diesel,Hatchback,30000,Manual,1,Ford,Ford Freestyle,2021,850000.0,23.8,5.0,Hyderabad
Petrol,Hatchback,7058,Manual,1,Maruti,Maruti Baleno,2022,869999.9999999999,21.01,5.0,Hyderabad
Diesel,Sedan,86500,Automatic,1,Maruti,Maruti Swift Dzire,2017,775000.0,28.4,5.0,Hyderabad
Petrol,Sedan,76438,Manual,2,Honda,Honda Amaze,2015,416000.0,18.0,5.0,Hyderabad
Petrol,SUV,24489,Manual,2,Hyundai,Hyundai Creta,2017,1025000.0,13.0,5.0,Hyderabad
Petrol,Hatchback,20000,Automatic,1,Maruti,Maruti Swift,2022,790000.0,22.56,5.0,Hyderabad
Diesel,Sedan,110600,Manual,1,Hyundai,Hyundai Verna,2017,855000.0000000001,23.9,5.0,Hyderabad
Petrol,Hatchback,63840,Manual,2,Maruti,Maruti Baleno,2019,649000.0,21.4,5.0,Hyderabad
Petrol,Hatchback,74000,Manual,1,Hyundai,Hyundai i10,2009,229999.99999999997,20.36,5.0,Hyderabad
Petrol,Hatchback,21314,Manual,1,Tata,Tata Tiago,2021,599000.0,19.01,5.0,Hyderabad
Diesel,Sedan,40007,Automatic,1,Hyundai,Hyundai Verna,2017,900000.0,18.0,5.0,Hyderabad
Diesel,Sedan,89997,Manual,2,Maruti,Maruti Swift Dzire,2015,622000.0,26.59,5.0,Hyderabad
Petrol,Hatchback,64736,Manual,1,Honda,Honda Brio,2014,362000.0,19.4,5.0,Hyderabad
Diesel,SUV,105000,Automatic,1,Audi,Audi Q3,2013,1295000.0,15.73,5.0,Hyderabad
Petrol,SUV,40687,Manual,1,Maruti,Maruti SX4 S Cross,2020,964000.0,18.55,5.0,Hyderabad
Petrol,Sedan,33000,Automatic,2,Ford,Ford Fiesta,2012,395000.0,16.97,5.0,Hyderabad
Petrol,Hatchback,57000,Automatic,1,Maruti,Maruti Celerio,2016,459999.99999999994,23.1,5.0,Hyderabad
Diesel,MUV,120000,Manual,2,Toyota,Toyota Innova,2006,400000.0,12.8,8.0,Hyderabad
Diesel,SUV,88000,Manual,1,Kia,Kia Seltos,2019,1325000.0,20.8,5.0,Hyderabad
Petrol,Hatchback,80000,Manual,3,Hyundai,Hyundai i10,2009,215000.0,20.36,5.0,Hyderabad
Petrol,SUV,49500,Manual,1,Hyundai,Hyundai Venue,2020,1050000.0,18.0,5.0,Hyderabad
Petrol,Hatchback,15985,Manual,1,Renault,Renault KWID,2020,465000.00000000006,21.46,5.0,Hyderabad
Petrol,Sedan,85871,Manual,2,Honda,Honda City,2015,574000.0,17.4,5.0,Hyderabad
Petrol,Hatchback,73665,Manual,1,Hyundai,Hyundai i10,2012,295000.0,20.36,5.0,Hyderabad
Petrol,SUV,31614,Automatic,1,Land Rover,Land Rover Range Rover,2020,26000000.0,13.33,5.0,Hyderabad
Petrol,Sedan,70380,Manual,1,Tata,Tata Tigor,2021,707000.0,19.28,5.0,Hyderabad
Petrol,Hatchback,73202,Manual,1,Hyundai,Hyundai i20,2016,605000.0,18.6,5.0,Hyderabad
Petrol,Sedan,80000,Automatic,1,Honda,Honda Amaze,2016,565000.0,18.3,5.0,Hyderabad
Diesel,Hatchback,58006,Manual,1,Maruti,Maruti Swift,2017,608000.0,25.2,5.0,Hyderabad
Petrol,Hatchback,64000,Automatic,1,Maruti,Maruti Swift,2019,725000.0,21.21,5.0,Hyderabad
Petrol,Hatchback,50670,Manual,2,Honda,Honda Brio,2014,369000.0,19.4,5.0,Hyderabad
Petrol,Hatchback,41058,Automatic,2,Hyundai,Hyundai Santro,2020,508000.0,20.3,5.0,Hyderabad
Diesel,SUV,120000,Manual,1,Renault,Renault Duster,2013,360000.0,20.45,5.0,Hyderabad
Petrol,Hatchback,56367,Manual,2,Maruti,Maruti Wagon R Stingray,2014,399000.0,20.51,5.0,Hyderabad
Petrol,SUV,41000,Manual,1,Hyundai,Hyundai Venue,2019,919999.9999999999,18.27,5.0,Hyderabad
Petrol,Hatchback,40000,Manual,1,Hyundai,Hyundai i20,2019,740000.0,18.6,5.0,Hyderabad
Petrol,Hatchback,16000,Automatic,1,Hyundai,Hyundai Grand i10,2016,625000.0,18.9,5.0,Hyderabad
Petrol,Hatchback,69900,Automatic,1,Maruti,Maruti Celerio,2016,450000.0,23.1,5.0,Hyderabad
Petrol,Sedan,120000,Manual,1,Honda,Honda City,2016,650000.0,17.8,5.0,Hyderabad
Petrol,Hatchback,95000,Manual,1,Tata,Tata Tiago,2016,450000.0,23.84,5.0,Hyderabad
Diesel,Sedan,35000,Automatic,1,Audi,Audi A3,2018,2445000.0,20.38,5.0,Hyderabad
Petrol,Sedan,66000,Automatic,1,Honda,Honda City,2014,675000.0,18.0,5.0,Hyderabad
Diesel,Sedan,67905,Manual,1,Maruti,Maruti Ciaz,2016,652000.0,28.09,5.0,Hyderabad
Petrol,Hatchback,19348,Manual,1,Hyundai,Hyundai Santro,2019,496000.0,20.3,5.0,Hyderabad
Petrol,Sedan,35000,Manual,1,Honda,Honda Amaze,2017,650000.0,17.8,5.0,Hyderabad
Petrol,Sedan,30811,Manual,1,Hyundai,Hyundai Verna,2017,789000.0,17.01,5.0,Hyderabad
Petrol,Hatchback,73227,Manual,2,Maruti,Maruti Celerio X,2019,458000.0,21.63,5.0,Hyderabad
Diesel,Sedan,80000,Manual,2,Tata,Tata Manza,2010,200000.0,19.0,5.0,Hyderabad
Petrol,Hatchback,90184,Manual,1,Honda,Honda Brio,2012,311000.0,19.4,5.0,Hyderabad
Petrol,SUV,30000,Manual,1,Maruti,Maruti SX4 S Cross,2021,1000000.0,18.55,5.0,Hyderabad
Petrol,Sedan,66039,Manual,1,Hyundai,Hyundai Verna,2016,613000.0,17.01,5.0,Hyderabad
Diesel,Sedan,120000,Manual,2,Hyundai,Hyundai Xcent,2017,390000.0,25.4,5.0,Hyderabad
Petrol,Sedan,89205,Manual,2,Honda,Honda City,2013,517000.0,16.8,5.0,Hyderabad
Petrol,SUV,50000,Manual,1,Hyundai,Hyundai Venue,2020,999000.0,18.0,5.0,Hyderabad
Petrol,Hatchback,80000,Automatic,1,Maruti,Maruti Baleno,2018,740000.0,21.4,5.0,Hyderabad
Diesel,SUV,29000,Manual,1,MG,MG Hector,2020,1650000.0,17.41,5.0,Hyderabad
Diesel,SUV,90000,Automatic,1,BMW,BMW X1,2012,1320000.0,17.05,5.0,Hyderabad
Diesel,Sedan,120000,Manual,1,Tata,Tata Manza,2011,220000.00000000003,21.12,5.0,Hyderabad
Diesel,Hatchback,100000,Manual,2,Fiat,Fiat Avventura,2015,420000.0,20.5,5.0,Hyderabad
Petrol,Hatchback,56962,Automatic,1,Maruti,Maruti Baleno,2017,550000.0,21.4,5.0,Hyderabad
Diesel,Sedan,90000,Automatic,1,Skoda,Skoda Rapid,2015,550000.0,21.66,5.0,Hyderabad
Petrol,Hatchback,101739,Manual,1,Volkswagen,Volkswagen Polo,2018,501999.99999999994,17.74,5.0,Hyderabad
Petrol,Hatchback,69049,Manual,1,Tata,Tata Tiago,2019,552000.0,23.84,5.0,Hyderabad
Diesel,SUV,110000,Manual,1,Maruti,Maruti Vitara Brezza,2018,830000.0000000001,24.3,5.0,Hyderabad
Petrol,Sedan,56242,Manual,1,Honda,Honda Amaze,2017,579000.0,19.5,5.0,Hyderabad
Diesel,SUV,124281,Manual,1,Mahindra,Mahindra XUV500,2018,1215000.0,16.0,7.0,Hyderabad
Petrol,SUV,38000,Manual,1,Hyundai,Hyundai Venue,2019,950000.0,18.27,5.0,Hyderabad
Diesel,SUV,84249,Manual,1,Mahindra,Mahindra Scorpio,2018,1021000.0000000001,18.9,7.0,Hyderabad
Diesel,Sedan,45000,Automatic,1,BMW,BMW 3 Series,2018,2595000.0,22.69,5.0,Hyderabad
Petrol,Sedan,122117,Manual,2,Maruti,Maruti Swift Dzire,2013,421000.0,22.41,5.0,Hyderabad
Diesel,SUV,108632,Manual,1,Ford,Ford Ecosport,2019,869999.9999999999,23.0,5.0,Hyderabad
Diesel,Sedan,10700,Automatic,1,BMW,BMW 5 Series,2017,4500000.0,18.12,5.0,Hyderabad
Diesel,SUV,116988,Manual,1,Ford,Ford Ecosport,2017,677000.0,22.77,5.0,Hyderabad
Petrol,Sedan,60000,Automatic,1,Honda,Honda City,2014,725000.0,18.0,5.0,Hyderabad
Diesel,Sedan,120000,Manual,1,Honda,Honda Amaze,2018,650000.0,25.8,5.0,Hyderabad
Diesel,SUV,92000,Manual,1,Hyundai,Hyundai Creta,2016,980000.0000000001,19.67,5.0,Hyderabad
Diesel,MUV,80000,Manual,1,Mahindra,Mahindra Marazzo,2019,1100000.0,17.3,7.0,Hyderabad
Cng,Sedan,90000,Manual,2,Toyota,Toyota Corolla Altis,2009,290000.0,14.53,5.0,Hyderabad
Diesel,Hatchback,110000,Manual,2,Skoda,Skoda Fabia,2014,350000.0,20.86,5.0,Hyderabad
Petrol,Hatchback,70000,Manual,1,Nissan,Nissan Micra,2011,290000.0,18.06,5.0,Hyderabad
Diesel,Hatchback,72761,Manual,1,Tata,Tata Tiago,2018,590000.0,27.28,5.0,Hyderabad
Petrol,Hatchback,72473,Manual,1,Hyundai,Hyundai i10,2013,299000.0,20.36,5.0,Hyderabad
Petrol,SUV,18030,Manual,1,Maruti,Maruti Brezza,2022,1252000.0,19.89,5.0,Hyderabad
Diesel,Sedan,63000,Manual,1,Honda,Honda Amaze,2018,875000.0,27.4,5.0,Hyderabad
Petrol,Hatchback,40404,Automatic,1,Honda,Honda Jazz,2016,550000.0,19.0,5.0,Hyderabad
Petrol,Sedan,96407,Automatic,1,Honda,Honda City,2018,969999.9999999999,18.0,5.0,Hyderabad
Petrol,Hatchback,20000,Manual,1,Hyundai,Hyundai Grand i10,2017,590000.0,18.9,5.0,Hyderabad
Petrol,Sedan,53456,Manual,1,Honda,Honda City,2017,771000.0,17.8,5.0,Hyderabad
Petrol,Hatchback,91603,Manual,2,Maruti,Maruti Alto 800,2016,256999.99999999997,22.05,5.0,Hyderabad
Petrol,Hatchback,28246,Manual,1,Toyota,Toyota Glanza,2021,767000.0,22.35,5.0,Hyderabad
Diesel,Sedan,171000,Manual,3,Renault,Renault Scala,2013,260000.0,21.64,5.0,Hyderabad
Petrol,Hatchback,30224,Manual,1,Tata,Tata Tiago,2021,581000.0,19.01,5.0,Hyderabad
Diesel,Sedan,70000,Manual,1,Honda,Honda City,2017,1025000.0,25.6,5.0,Hyderabad
Diesel,Hatchback,120000,Manual,3,Hyundai,Hyundai i20,2013,400000.0,21.27,5.0,Hyderabad
Diesel,SUV,120000,Manual,2,Maruti,Maruti Vitara Brezza,2017,750000.0,24.3,5.0,Hyderabad
Diesel,Sedan,80000,Manual,2,Skoda,Skoda Rapid,2020,1000000.0,21.13,5.0,Hyderabad
Petrol,Sedan,49000,Automatic,1,Skoda,Skoda Octavia,2019,2150000.0,15.1,5.0,Hyderabad
Petrol,Hatchback,70000,Manual,1,Hyundai,Hyundai i20,2019,660000.0,18.6,5.0,Hyderabad
Diesel,SUV,85838,Manual,1,Ford,Ford Ecosport,2014,662000.0,22.7,5.0,Hyderabad
Petrol,Hatchback,68000,Manual,1,Nissan,Nissan Micra Active,2016,395000.0,19.69,5.0,Hyderabad
Petrol,Hatchback,38607,Automatic,2,Maruti,Maruti Celerio,2018,513999.99999999994,23.1,5.0,Hyderabad
Petrol,Hatchback,48934,Automatic,2,Hyundai,Hyundai i20,2019,772000.0,17.4,5.0,Hyderabad
Petrol,Hatchback,73000,Manual,1,Hyundai,Hyundai i20,2018,680000.0,18.6,5.0,Hyderabad
Petrol,Hatchback,31933,Manual,2,Maruti,Maruti Alto 800,2014,254000.0,22.05,5.0,Hyderabad
Petrol,Hatchback,54959,Manual,1,Maruti,Maruti Wagon R,2013,311000.0,18.9,5.0,Hyderabad
Diesel,Sedan,49000,Automatic,1,Jaguar,Jaguar XF,2014,2150000.0,14.74,5.0,Hyderabad
Petrol,Sedan,59261,Automatic,1,Honda,Honda City,2017,1015000.0,18.0,5.0,Hyderabad
Diesel,Sedan,42000,Automatic,1,Audi,Audi A3,2019,2850000.0,20.38,5.0,Hyderabad
Petrol,Hatchback,73889,Manual,1,Maruti,Maruti Swift,2014,461000.00000000006,22.38,5.0,Hyderabad
Petrol,Hatchback,44363,Manual,2,Renault,Renault KWID,2019,372000.0,22.3,5.0,Hyderabad
Diesel,Sedan,54000,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2011,1450000.0,14.21,5.0,Hyderabad
Petrol,Sedan,50151,Manual,1,Hyundai,Hyundai Verna,2017,802999.9999999999,17.01,5.0,Hyderabad
Lpg,Hatchback,120000,Manual,1,Hyundai,Hyundai Santro Xing,2010,220000.00000000003,13.45,5.0,Hyderabad
Diesel,Sedan,92000,Automatic,1,Volvo,Volvo S60,2012,1150000.0,13.2,5.0,Hyderabad
Diesel,Sedan,51000,Automatic,1,Jaguar,Jaguar XF,2017,2995000.0,19.33,5.0,Hyderabad
Petrol,SUV,70000,Automatic,1,Mercedes-Benz,Mercedes-Benz GLE,2018,6950000.0,8.9,5.0,Hyderabad
Petrol,SUV,72253,Manual,1,Hyundai,Hyundai Venue,2019,900000.0,18.27,5.0,Hyderabad
Diesel,SUV,51757,Manual,1,Mahindra,Mahindra XUV500,2015,1400000.0,16.0,7.0,Hyderabad
Petrol,Hatchback,46000,Manual,1,Chevrolet,Chevrolet Beat,2012,295000.0,18.6,5.0,Hyderabad
Diesel,SUV,24648,Manual,1,Tata,Tata Harrier,2022,1964999.9999999998,16.35,5.0,Hyderabad
Petrol,Hatchback,61201,Manual,1,Maruti,Maruti Wagon R,2013,306000.0,20.51,5.0,Hyderabad
Diesel,SUV,23000,Manual,1,Tata,Tata Harrier,2021,2014999.9999999998,16.35,5.0,Hyderabad
Petrol,Hatchback,46563,Manual,2,Maruti,Maruti Wagon R,2016,366000.0,20.51,5.0,Hyderabad
Petrol,Hatchback,41085,Manual,1,Hyundai,Hyundai i20,2016,645000.0,18.6,5.0,Hyderabad
Diesel,Hatchback,90000,Manual,1,Ford,Ford Figo,2010,299000.0,20.0,5.0,Hyderabad
Petrol,Hatchback,50260,Manual,1,Hyundai,Hyundai i20,2013,423000.00000000006,18.5,5.0,Hyderabad
Petrol,Hatchback,55000,Manual,1,Ford,Ford Figo,2010,295000.0,15.6,5.0,Hyderabad
Petrol,Hatchback,107913,Manual,2,Maruti,Maruti Celerio,2014,328000.0,25.24,5.0,Hyderabad
Petrol,Hatchback,52858,Manual,1,Maruti,Maruti Swift,2017,565000.0,22.38,5.0,Hyderabad
Diesel,Sedan,50000,Automatic,1,BMW,BMW 3 Series,2014,2250000.0,19.59,5.0,Hyderabad
Petrol,Hatchback,41832,Manual,2,Renault,Renault KWID,2016,299000.0,23.01,5.0,Hyderabad
Petrol,Hatchback,61000,Manual,1,Datsun,Datsun GO,2014,299000.0,20.63,5.0,Hyderabad
Diesel,Sedan,136700,Automatic,1,Skoda,Skoda Laura,2012,490000.00000000006,17.0,5.0,Hyderabad
Petrol,Hatchback,44000,Manual,1,Maruti,Maruti Ritz,2011,340000.0,18.5,5.0,Hyderabad
Petrol,Sedan,40000,Automatic,3,Hyundai,Hyundai Sonata,2003,150000.0,11.0,5.0,Hyderabad
Petrol,MUV,45430,Automatic,1,Renault,Renault Triber,2021,650000.0,18.2,7.0,Hyderabad
Petrol,SUV,10000,Automatic,1,Volkswagen,Volkswagen Taigun,2022,1650000.0,18.41,5.0,Hyderabad
Petrol,SUV,50000,Manual,1,Nissan,Nissan Magnite,2021,750000.0,18.75,5.0,Hyderabad
Diesel,SUV,89178,Manual,1,Mahindra,Mahindra XUV500,2015,700000.0,16.0,7.0,Hyderabad
Petrol,Hatchback,52507,Manual,1,Maruti,Maruti Swift,2014,466000.0,22.38,5.0,Hyderabad
Petrol,Sedan,47495,Manual,1,Volkswagen,Volkswagen Ameo,2019,587000.0,19.44,5.0,Hyderabad
Petrol,Hatchback,50000,Manual,2,Datsun,Datsun RediGO,2017,220000.00000000003,22.7,5.0,Hyderabad
Petrol,Hatchback,89899,Automatic,1,Maruti,Maruti Swift,2019,677000.0,22.56,5.0,Hyderabad
Petrol,Hatchback,39992,Manual,2,Renault,Renault KWID,2017,334000.0,23.01,5.0,Hyderabad
Lpg,Hatchback,80000,Manual,2,Maruti,Maruti Wagon R,2009,150000.0,17.3,5.0,Hyderabad
Petrol,Hatchback,89791,Manual,1,Maruti,Maruti Wagon R,2013,315000.0,18.9,5.0,Hyderabad
Petrol,Hatchback,83000,Manual,1,Maruti,Maruti Wagon R,2006,114999.99999999999,18.9,5.0,Hyderabad
Petrol,Hatchback,114071,Manual,2,Hyundai,Hyundai Grand i10,2015,389000.0,18.9,5.0,Hyderabad
Petrol,Hatchback,66445,Manual,2,Maruti,Maruti Wagon R,2015,347000.0,20.51,5.0,Hyderabad
Petrol,SUV,30000,Automatic,1,Volkswagen,Volkswagen Taigun,2021,1450000.0,18.41,5.0,Hyderabad
Diesel,SUV,96615,Manual,1,Honda,Honda WR-V,2018,800000.0,25.5,5.0,Hyderabad
Diesel,SUV,60000,Manual,1,Kia,Kia Seltos,2020,1550000.0,20.8,5.0,Hyderabad
Diesel,Sedan,120000,Manual,2,Maruti,Maruti Swift Dzire,2016,350000.0,23.4,5.0,Hyderabad
Diesel,Sedan,90000,Manual,2,Hyundai,Hyundai Xcent,2016,320000.0,24.4,5.0,Hyderabad
Diesel,SUV,24001,Manual,1,Jeep,Jeep Compass,2021,3000000.0,16.3,5.0,Hyderabad
Petrol,Hatchback,76000,Manual,1,Maruti,Maruti Swift,2011,345000.0,18.6,5.0,Hyderabad
Petrol,Hatchback,30000,Manual,1,Hyundai,Hyundai Grand i10 Nios,2022,750000.0,20.7,5.0,Hyderabad
Diesel,SUV,37821,Manual,1,Jeep,Jeep Compass,2021,3000000.0,16.3,5.0,Hyderabad
Petrol,SUV,42000,Automatic,1,MG,MG Hector,2019,1698999.9999999998,13.96,5.0,Hyderabad
Petrol,Hatchback,64685,Manual,2,Maruti,Maruti Swift,2016,488999.99999999994,22.38,5.0,Hyderabad
Petrol,Hatchback,71003,Manual,2,Maruti,Maruti Wagon R,2015,331000.0,20.51,5.0,Hyderabad
Petrol,MUV,10000,Manual,1,Maruti,Maruti XL6,2021,1200000.0,19.01,6.0,Hyderabad
Diesel,Hatchback,122617,Manual,1,Hyundai,Hyundai i20,2013,401000.0,21.9,5.0,Hyderabad
Petrol,Hatchback,93593,Manual,1,Hyundai,Hyundai i10,2015,347000.0,19.81,5.0,Hyderabad
Petrol,Hatchback,76000,Manual,2,Hyundai,Hyundai i20,2012,409999.99999999994,17.0,5.0,Hyderabad
Petrol,Hatchback,51216,Manual,1,Hyundai,Hyundai i20,2020,764000.0,18.6,5.0,Hyderabad
Petrol,SUV,36714,Manual,1,Hyundai,Hyundai Creta,2021,1400000.0,18.9,5.0,Hyderabad
Diesel,Hatchback,61626,Manual,1,Tata,Tata Altroz,2021,831000.0,23.64,5.0,Hyderabad
Petrol,Hatchback,47741,Manual,2,Maruti,Maruti Baleno,2016,535000.0,21.4,5.0,Hyderabad
Petrol,Hatchback,63000,Manual,1,Hyundai,Hyundai Grand i10,2014,465000.00000000006,18.9,5.0,Hyderabad
Petrol,Hatchback,60894,Manual,1,Renault,Renault KWID,2020,415000.00000000006,21.74,5.0,Hyderabad
Petrol,Sedan,70000,Manual,2,Honda,Honda City,2008,229999.99999999997,16.9,5.0,Hyderabad
Petrol,Hatchback,51000,Manual,1,Hyundai,Hyundai i10,2012,320000.0,19.81,5.0,Hyderabad
Petrol,Hatchback,110000,Manual,1,Tata,Tata Tiago,2016,400000.0,23.84,5.0,Hyderabad
Petrol,SUV,10000,Manual,1,Hyundai,Hyundai Venue,2022,1200000.0,18.9,5.0,Hyderabad
Diesel,SUV,95000,Automatic,1,BMW,BMW X1,2011,1100000.0,17.05,5.0,Hyderabad
Diesel,Sedan,66000,Manual,1,Maruti,Maruti Ciaz,2018,850000.0,26.82,5.0,Hyderabad
Diesel,SUV,80642,Manual,1,Mahindra,Mahindra Scorpio,2011,390000.0,12.05,7.0,Hyderabad
Diesel,SUV,70000,Automatic,1,Hyundai,Hyundai Creta,2018,1225000.0,17.01,5.0,Hyderabad
Petrol,Hatchback,15700,Manual,1,Maruti,Maruti Baleno,2020,749000.0,21.01,5.0,Hyderabad
Petrol,SUV,81764,Manual,1,Hyundai,Hyundai Creta,2018,1001000.0,13.0,5.0,Hyderabad
Petrol,Sedan,95933,Manual,1,Hyundai,Hyundai Verna,2018,781000.0,19.1,5.0,Hyderabad
Petrol,SUV,23000,Manual,1,Jeep,Jeep Compass,2019,1650000.0,16.0,5.0,Hyderabad
Petrol,Hatchback,85589,Manual,2,Honda,Honda Jazz,2015,426000.0,18.7,5.0,Hyderabad
Petrol,Hatchback,72793,Manual,2,Hyundai,Hyundai i20,2017,616000.0,18.6,5.0,Hyderabad
Diesel,Sedan,92000,Automatic,1,Hyundai,Hyundai Verna,2013,490000.00000000006,22.32,5.0,Hyderabad
Petrol,Hatchback,95255,Manual,2,Maruti,Maruti Swift,2014,428000.0,22.38,5.0,Hyderabad
Diesel,MUV,59000,Manual,1,Toyota,Toyota Innova Crysta,2019,2275000.0,13.68,8.0,Hyderabad
Petrol,Hatchback,89242,Automatic,1,Maruti,Maruti Baleno,2018,670000.0,21.4,5.0,Hyderabad
Petrol,Hatchback,40503,Manual,1,Honda,Honda Brio,2012,337000.0,19.4,5.0,Hyderabad
Diesel,Sedan,20000,Manual,1,Hyundai,Hyundai Verna,2022,1350000.0,25.0,5.0,Hyderabad
Petrol,Sedan,96863,Manual,1,Honda,Honda Amaze,2018,611000.0,19.5,5.0,Hyderabad
Petrol,SUV,30300,Manual,1,Honda,Honda WR-V,2021,975000.0,16.5,5.0,Hyderabad
Petrol,Sedan,40000,Manual,2,Honda,Honda City,2017,825000.0,17.8,5.0,Hyderabad
Diesel,Sedan,120000,Manual,1,Honda,Honda Amaze,2014,400000.0,25.8,5.0,Hyderabad
Diesel,SUV,27892,Manual,1,Mahindra,Mahindra XUV500,2013,900000.0,15.1,7.0,Hyderabad
Petrol,Hatchback,90000,Manual,1,Maruti,Maruti Swift,2020,650000.0,21.21,5.0,Hyderabad
Lpg,Hatchback,100000,Manual,1,Maruti,Maruti Wagon R,2009,225000.0,17.3,5.0,Hyderabad
Petrol,Hatchback,73000,Manual,2,Hyundai,Hyundai Grand i10,2014,400000.0,18.9,5.0,Hyderabad
Petrol,Sedan,30000,Automatic,1,Honda,Honda City Hybrid,2022,2250000.0,26.5,5.0,Hyderabad
Petrol,Sedan,32152,Automatic,1,Maruti,Maruti Swift Dzire,2018,707000.0,21.21,5.0,Hyderabad
Diesel,Hatchback,58241,Manual,1,Maruti,Maruti Swift,2015,576000.0,25.2,5.0,Hyderabad
Diesel,MUV,120000,Manual,2,Maruti,Maruti Ertiga,2014,560000.0,20.77,7.0,Hyderabad
Petrol,Sedan,94141,Manual,2,Honda,Honda City,2013,455999.99999999994,16.8,5.0,Hyderabad
Petrol,Sedan,59411,Automatic,1,Maruti,Maruti Swift Dzire,2017,685000.0,21.21,5.0,Hyderabad
Petrol,Sedan,17105,Manual,1,Volkswagen,Volkswagen Jetta,2016,1205000.0,14.69,5.0,Hyderabad
Diesel,Sedan,37100,Manual,2,Maruti,Maruti Ciaz,2018,975000.0,28.09,5.0,Hyderabad
Petrol,Hatchback,103211,Manual,2,Hyundai,Hyundai i10,2012,289000.0,20.36,5.0,Hyderabad
Petrol,Hatchback,113543,Manual,2,Maruti,Maruti Wagon R,2012,290000.0,18.9,5.0,Hyderabad
Diesel,SUV,120000,Manual,2,Mahindra,Mahindra Scorpio,2010,425000.0,12.05,7.0,Hyderabad
Diesel,Sedan,99334,Manual,1,Maruti,Maruti Swift Dzire,2012,407000.0,19.3,5.0,Hyderabad
Diesel,Sedan,156126,Manual,1,Ford,Ford Fiesta,2014,300000.0,25.01,5.0,Hyderabad
Diesel,SUV,68000,Automatic,2,Hyundai,Hyundai Creta,2017,1195000.0,17.01,5.0,Hyderabad
Petrol,Sedan,100000,Manual,2,Honda,Honda Amaze,2014,390000.0,18.0,5.0,Hyderabad
Petrol,Hatchback,54000,Manual,1,Hyundai,Hyundai Santro Xing,2008,225000.0,18.9,5.0,Hyderabad
Diesel,Sedan,110000,Manual,2,Maruti,Maruti Swift Dzire Tour,2019,650000.0,19.95,5.0,Hyderabad
Petrol,Sedan,110000,Manual,2,Fiat,Fiat Linea,2010,250000.0,16.0,5.0,Hyderabad
Petrol,Sedan,76000,Manual,1,Hyundai,Hyundai Verna,2011,475000.0,17.43,5.0,Hyderabad
Diesel,Sedan,60000,Manual,2,Nissan,Nissan Sunny,2020,700000.0,22.71,5.0,Hyderabad
Petrol,Hatchback,71974,Manual,1,Maruti,Maruti Baleno,2017,559000.0,21.4,5.0,Hyderabad
Diesel,SUV,105562,Manual,1,Maruti,Maruti Vitara Brezza,2016,789000.0,24.3,5.0,Hyderabad
Diesel,SUV,110000,Manual,2,Mahindra,Mahindra XUV500,2015,950000.0,16.0,7.0,Hyderabad
Petrol,SUV,1330,Manual,1,Maruti,Maruti Brezza,2023,1297000.0,19.89,5.0,Hyderabad
Petrol,Sedan,30973,Manual,2,Honda,Honda Amaze,2021,750000.0,18.6,5.0,Hyderabad
Petrol,Hatchback,100000,Automatic,2,Hyundai,Hyundai i10,2011,330000.0,16.95,5.0,Hyderabad
Petrol,Hatchback,9351,Manual,1,Hyundai,Hyundai i20,2018,691000.0,18.6,5.0,Hyderabad
Petrol,SUV,46000,Manual,1,Nissan,Nissan Terrano,2017,775000.0,13.24,5.0,Hyderabad
Petrol,Hatchback,56133,Manual,2,Maruti,Maruti Alto 800,2013,214000.0,22.05,5.0,Hyderabad
Petrol,Hatchback,92370,Manual,1,Maruti,Maruti Alto K10,2013,231999.99999999997,24.39,5.0,Hyderabad
Petrol,Sedan,68000,Manual,1,Toyota,Toyota Etios,2012,425000.0,17.6,5.0,Hyderabad
Petrol,Hatchback,38313,Manual,1,Maruti,Maruti Alto K10,2014,281000.0,24.39,5.0,Hyderabad
Diesel,Sedan,110000,Manual,1,Tata,Tata Zest,2019,600000.0,22.95,5.0,Hyderabad
Petrol,Sedan,10000,Manual,1,Maruti,Maruti Ciaz,2021,950000.0,20.65,5.0,Hyderabad
Petrol,Sedan,80000,Manual,2,Hyundai,Hyundai Verna,2015,600000.0,17.01,5.0,Hyderabad
Diesel,SUV,120000,Manual,3,Nissan,Nissan Terrano,2014,500000.0,19.01,5.0,Hyderabad
Diesel,Sedan,90000,Manual,2,Volkswagen,Volkswagen Vento,2015,555000.0,20.34,5.0,Hyderabad
